,Gene/Region,GRCh38,"HI Score","TS Score",OMIM,Morbid,%HI,pLI,LOEUF,"Last Eval."
G,RNASEH2A,19:12806584-12813640,"30 (Autosomal Recessive)","Not Yet Evaluated",,,3.39,0,0.88,08/22/2016
G,RNF168,3:196468783-196503768,"30 (Autosomal Recessive)","0 (No Evidence)",,,69.55,0,1.2,08/22/2016
G,ROBO3,11:124865432-124881471,"30 (Autosomal Recessive)","0 (No Evidence)",,,48.29,0,0.71,08/22/2016
G,ROGDI,16:4796967-4802860,"30 (Autosomal Recessive)","0 (No Evidence)",,,47.95,0,1.42,02/12/2015
G,RPGRIP1,14:21280083-21351316,"30 (Autosomal Recessive)","0 (No Evidence)",,,59.78,0,0.88,08/22/2016
G,RSPH1,21:42472486-42496246,"30 (Autosomal Recessive)","Not Yet Evaluated",,,83.46,0,0.99,08/22/2016
G,RSPH4A,6:116598184-116633051,"30 (Autosomal Recessive)","Not Yet Evaluated",,,69.78,0,0.94,08/22/2016
G,RSPO4,20:958452-1002311,"30 (Autosomal Recessive)","Not Yet Evaluated",,,64.82,0,1.59,08/22/2016
G,RTTN,18:70003031-70205726,"30 (Autosomal Recessive)","Not Yet Evaluated",,,64.2,0,0.74,08/22/2016
G,SACS,13:23328827-23433728,"30 (Autosomal Recessive)","0 (No Evidence)",,,35.26,0,0.54,08/22/2016
G,SAMD9,7:93099518-93117979,"30 (Autosomal Recessive)","Not Yet Evaluated",,,77.6,0,1.24,08/22/2016
G,SBF2,11:9778667-10294207,"30 (Autosomal Recessive)","Not Yet Evaluated",,,9.49,0,0.47,08/22/2016
G,SCARF2,22:20424584-20437825,"30 (Autosomal Recessive)","0 (No Evidence)",,,70.17,1,0.19,08/22/2016
G,SDCCAG8,1:243255418-243503683,"30 (Autosomal Recessive)","0 (No Evidence)",,,19.89,0,0.78,08/22/2016
G,SDHAF1,19:35995188-35996312,"30 (Autosomal Recessive)","0 (No Evidence)",,,74.19,0.09,1.9,08/22/2016
G,SEC23B,20:18507548-18561415,"30 (Autosomal Recessive)","0 (No Evidence)",,,45.77,0,0.98,08/22/2016
G,SEPSECS,4:25120014-25160546,"30 (Autosomal Recessive)","Not Yet Evaluated",,,34.9,0,0.99,08/22/2016
G,SERAC1,6:158109515-158168270,"30 (Autosomal Recessive)","Not Yet Evaluated",,,61.2,0,0.63,08/22/2016
G,SERPINA1,14:94376747-94390654,"30 (Autosomal Recessive)","0 (No Evidence)",,,88.1,0,1.63,05/09/2017
G,SERPINB6,6:2948159-2971793,"30 (Autosomal Recessive)","0 (No Evidence)",,,69,0,1.12,08/22/2016
G,SERPINB7,18:63753057-63805370,"30 (Autosomal Recessive)","0 (No Evidence)",,,63.85,0,1.31,11/13/2014
G,SERPINE1,7:101127104-101139247,"30 (Autosomal Recessive)","Not Yet Evaluated",,,6.47,0.04,0.69,08/22/2016
G,SERPINF1,17:1762060-1777565,"30 (Autosomal Recessive)","Not Yet Evaluated",,,32.9,0,1.21,08/22/2016
G,SGCG,13:23160508-23325162,"30 (Autosomal Recessive)","0 (No Evidence)",,,55.59,0,1.05,08/22/2016
G,SGSH,17:80200668-80220333,"30 (Autosomal Recessive)","0 (No Evidence)",,,69.12,0,0.8,02/12/2015
G,SH3TC2,5:148982150-149063062,"30 (Autosomal Recessive)","Not Yet Evaluated",,,47.72,0,0.81,08/22/2016
G,SI,3:164978898-165078496,"30 (Autosomal Recessive)","Not Yet Evaluated",,,61.91,0,1.04,08/22/2016
G,SIL1,5:138946724-139198368,"30 (Autosomal Recessive)","Not Yet Evaluated",,,17.56,0.01,0.64,08/23/2021
G,SLC12A1,15:48206302-48304078,"30 (Autosomal Recessive)","0 (No Evidence)",,,10.66,0,0.82,04/28/2012
G,SLC12A3,16:56865207-56915850,"30 (Autosomal Recessive)","0 (No Evidence)",,,41.42,0,1.2,02/23/2012
G,SLC13A5,17:6684719-6713400,"30 (Autosomal Recessive)","0 (No Evidence)",,,66.88,0,0.67,08/22/2016
G,SLC17A5,6:73593379-73653992,"30 (Autosomal Recessive)","0 (No Evidence)",,,19.72,0,1.04,08/22/2016
G,SLC24A1,15:65611313-65661002,"30 (Autosomal Recessive)","0 (No Evidence)",,,79.17,0,0.57,08/22/2016
G,SLC25A1,22:19175581-19178736,"30 (Autosomal Recessive)","Not Yet Evaluated",,,46.07,0.06,0.65,08/22/2016
G,SLC25A13,7:96120220-96322127,"30 (Autosomal Recessive)","Not Yet Evaluated",,,25.1,0,1.24,08/22/2016
G,SLC25A19,17:75272980-75289958,"30 (Autosomal Recessive)","0 (No Evidence)",,,55.79,0.65,0.52,08/22/2016
G,SLC2A10,20:46708358-46736347,"30 (Autosomal Recessive)","0 (No Evidence)",,,71.82,0,1.39,02/01/2018
G,SLC30A10,1:219910395-219959098,"30 (Autosomal Recessive)","0 (No Evidence)",,,73.7,0.98,0.25,08/22/2016
G,SLC34A1,5:177384434-177412021,"30 (Autosomal Recessive)","Not Yet Evaluated",,,55.22,0,1.83,08/22/2016
G,SLC34A2,4:25655851-25678748,"30 (Autosomal Recessive)","0 (No Evidence)",,,70.96,0,1.09,08/22/2016
G,SLC35C1,11:45804072-45813016,"30 (Autosomal Recessive)","0 (No Evidence)",,,48.28,0.02,0.98,08/22/2016
G,SLC35D1,1:66999350-67054423,"30 (Autosomal Recessive)","0 (No Evidence)",,,22.91,0,0.78,04/11/2016
G,SLC37A4,11:119024112-119030906,"30 (Autosomal Recessive)","0 (No Evidence)",,,31.13,0,0.88,08/22/2016
G,SLC38A8,16:84009667-84043372,"30 (Autosomal Recessive)","0 (No Evidence)",,,68.65,0,1.9,08/22/2016
G,SLC3A1,2:44275464-44321494,"30 (Autosomal Recessive)","0 (No Evidence)",,,61.26,0,1.62,03/21/2012
G,SLC52A3,20:760080-775985,"30 (Autosomal Recessive)","Not Yet Evaluated",,,68.43,0.02,0.8,08/22/2016
G,SLC5A1,22:32043050-32113029,"30 (Autosomal Recessive)","Not Yet Evaluated",,,41.69,0,0.77,08/22/2016
G,SLC6A3,5:1392794-1445440,"30 (Autosomal Recessive)","Not Yet Evaluated",,,18.93,1,0.25,08/22/2016
G,SLC7A7,14:22773222-22819796,"30 (Autosomal Recessive)","Not Yet Evaluated",,,26.7,0,0.96,08/22/2016
G,SLC7A9,19:32830511-32870957,"30 (Autosomal Recessive)","0 (No Evidence)",,,61.03,0,1.12,08/23/2021
G,SLURP1,8:142740949-142742406,"30 (Autosomal Recessive)","0 (No Evidence)",,,81.26,0.26,1.31,06/08/2017
G,SMOC1,14:69879388-70032366,"30 (Autosomal Recessive)","0 (No Evidence)",,,20.73,0.01,0.59,08/22/2016
G,SMOC2,6:168441153-168667992,"30 (Autosomal Recessive)","0 (No Evidence)",,,55.41,0,0.62,08/22/2016
G,SNAP29,22:20859007-20891214,"30 (Autosomal Recessive)","Not Yet Evaluated",,,61.36,0.01,0.86,08/22/2016
G,SOBP,6:107490104-107661306,"30 (Autosomal Recessive)","0 (No Evidence)",,,8.51,1,0.13,08/22/2016
G,SOST,17:43753738-43758791,"30 (Autosomal Recessive)","0 (No Evidence)",,,25.59,0.87,0.45,08/22/2012
G,SPATA7,14:88385638-88470350,"30 (Autosomal Recessive)","0 (No Evidence)",,,75.54,0,1.15,08/22/2016
G,SPEG,2:219434215-219493629,"30 (Autosomal Recessive)","0 (No Evidence)",,,37.41,0.92,0.29,08/22/2016
G,SPG21,15:64963022-64989914,"30 (Autosomal Recessive)","Not Yet Evaluated",,,18.22,0,0.83,08/22/2016
G,SPG7,16:89508379-89557768,"30 (Autosomal Recessive)","Not Yet Evaluated",,,61.82,0,1.65,08/22/2016
G,SPINK5,5:148063980-148137382,"30 (Autosomal Recessive)","Not Yet Evaluated",,,69.56,0,0.93,08/22/2016
G,SRD5A2,2:31522480-31665651,"30 (Autosomal Recessive)","0 (No Evidence)",,,‐,‐,‐,08/22/2012
G,ST14,11:130159782-130210362,"30 (Autosomal Recessive)","0 (No Evidence)",,,62.79,0.56,0.38,08/22/2016
G,ST3GAL5,2:85837120-85889034,"30 (Autosomal Recessive)","0 (No Evidence)",,,63.29,0,0.76,09/25/2014
G,STIL,1:47250139-47314896,"30 (Autosomal Recessive)","Not Yet Evaluated",,,31.88,0.2,0.38,08/22/2016
G,STRC,15:43599563-43618800,"30 (Autosomal Recessive)","Not Yet Evaluated",,,40.85,0,0.88,08/22/2016
G,STT3A,11:125592847-125623091,"30 (Autosomal Recessive)","0 (No Evidence)",,,5.47,0,0.49,08/29/2014
G,STUB1,16:680410-682801,"30 (Autosomal Recessive)","Not Yet Evaluated",,,25.33,0.02,0.68,08/22/2016
G,STX11,6:144140044-144191939,"30 (Autosomal Recessive)","Not Yet Evaluated",,,37.4,0,1.38,08/22/2016
G,SUCLG1,2:84423528-84459280,"30 (Autosomal Recessive)","0 (No Evidence)",,,4.91,0,0.88,08/22/2016
G,SUMF1,3:4034714-4467270,"30 (Autosomal Recessive)","0 (No Evidence)",,,29.81,0,1.07,08/22/2016
G,SURF1,9:133351758-133356487,"30 (Autosomal Recessive)","Not Yet Evaluated",,,65.94,0,1.72,08/22/2016
G,SYNE4,19:36003307-36008813,"30 (Autosomal Recessive)","0 (No Evidence)",,,81.2,0,1.29,08/22/2016
G,SYT14,1:209938165-210171389,"30 (Autosomal Recessive)","Not Yet Evaluated",,,18.2,0.94,0.34,08/22/2016
G,TACSTD2,1:58575433-58577252,"30 (Autosomal Recessive)","0 (No Evidence)",,,66.49,0,1.53,08/22/2016
G,TAF2,8:119730773-119832858,"30 (Autosomal Recessive)","0 (No Evidence)",,,15.82,0,0.42,08/22/2016
G,TBC1D20,20:435480-462543,"30 (Autosomal Recessive)","0 (No Evidence)",,,34.62,0.93,0.36,08/22/2016
G,TBCE,1:235367427-235452443,"30 (Autosomal Recessive)","0 (No Evidence)",,,28.98,0,0.81,05/17/2012
G,TCIRG1,11:68039000-68053846,"30 (Autosomal Recessive)","0 (No Evidence)",,,62.47,0,0.87,08/22/2016
G,TCN2,22:30607174-30627271,"30 (Autosomal Recessive)","Not Yet Evaluated",,,66.38,0,0.93,08/22/2016
G,TCTN1,12:110614068-110649430,"30 (Autosomal Recessive)","0 (No Evidence)",,,75.52,0,1.23,03/23/2015
G,TCTN2,12:123671108-123708405,"30 (Autosomal Recessive)","0 (No Evidence)",,,87.7,0,0.99,08/22/2016
G,TDP1,14:89954923-90044768,"30 (Autosomal Recessive)","0 (No Evidence)",,,48.95,0,1.11,08/22/2016
G,TECPR2,14:102362941-102502477,"30 (Autosomal Recessive)","0 (No Evidence)",,,73.01,0.58,0.35,08/22/2016
G,TECTA,11:121101243-121191490,"30 (Autosomal Recessive)","0 (No Evidence)",,,11.78,0,0.58,02/07/2018
G,TFR2,7:100620420-100641552,"30 (Autosomal Recessive)","0 (No Evidence)",,,46.16,0,0.77,08/22/2016
G,TGM1,14:24249114-24263177,"30 (Autosomal Recessive)","Not Yet Evaluated",,,48.02,0,0.93,08/22/2016
G,TGM5,15:43232590-43266928,"30 (Autosomal Recessive)","Not Yet Evaluated",,,58.03,0,1.44,08/22/2016
G,TJP2,9:69121006-69255208,"30 (Autosomal Recessive)","Not Yet Evaluated",,,31.7,0,0.64,08/22/2016
G,TMC6,17:78107397-78132427,"30 (Autosomal Recessive)","0 (No Evidence)",,,79.04,0,0.75,08/22/2016
G,TMC8,17:78129298-78142968,"30 (Autosomal Recessive)","0 (No Evidence)",,,81.31,0,1.12,08/22/2016
G,TMCO1,1:165724291-165768922,"30 (Autosomal Recessive)","Not Yet Evaluated",,,14.08,0,1.36,08/22/2016
G,TMEM231,16:75536741-75556286,"30 (Autosomal Recessive)","0 (No Evidence)",,,40.93,0,1.21,08/22/2016
G,TMEM237,2:201620186-201643503,"30 (Autosomal Recessive)","0 (No Evidence)",,,49.64,0,1.25,04/09/2015
G,TMEM67,8:93754844-93832653,"30 (Autosomal Recessive)","0 (No Evidence)",,,39.26,0,0.94,08/22/2016
G,TMPRSS3,21:42371890-42396052,"30 (Autosomal Recessive)","0 (No Evidence)",,,64.12,0,1.12,08/22/2016
G,TMPRSS6,22:37065436-37110625,"30 (Autosomal Recessive)","0 (No Evidence)",,,54.76,0,0.72,08/22/2016
G,TNFRSF11B,8:118923557-118951885,"30 (Autosomal Recessive)","Not Yet Evaluated",,,13.92,0.16,0.55,08/22/2016
G,TNNT1,19:55132698-55149332,"30 (Autosomal Recessive)","0 (No Evidence)",,,44.99,0,1.48,08/22/2016
G,TPK1,7:144451941-144836424,"30 (Autosomal Recessive)","0 (No Evidence)",,,43.3,0.09,0.7,08/22/2016
G,TPO,2:1413288-1543673,"30 (Autosomal Recessive)","Not Yet Evaluated",,,76.12,0,1.11,08/22/2016
G,TPRN,9:137191619-137200741,"30 (Autosomal Recessive)","0 (No Evidence)",,,84.93,0.01,0.8,08/22/2016
G,TRAPPC9,8:139727725-140458579,"30 (Autosomal Recessive)","0 (No Evidence)",,,53.39,0,0.73,08/06/2015
G,TRDN,6:123216339-123636950,"30 (Autosomal Recessive)","Not Yet Evaluated",,,49.08,0,1.02,08/22/2016
G,TRHR,8:109086585-109121565,"30 (Autosomal Recessive)","Not Yet Evaluated",,,21.25,0.27,0.64,08/22/2016
G,TRIM2,4:153152163-153339317,"30 (Autosomal Recessive)","0 (No Evidence)",,,21.81,1,0.27,08/22/2016
G,TRIM32,9:116687305-116701299,"30 (Autosomal Recessive)","0 (No Evidence)",,,26.93,0,0.86,08/22/2016
G,TRIM37,17:58968010-59106880,"30 (Autosomal Recessive)","0 (No Evidence)",,,2.79,0,0.64,08/22/2016
G,TRIOBP,22:37697048-37776556,"30 (Autosomal Recessive)","0 (No Evidence)",,,54.57,0,0.71,08/22/2016
G,TRIP4,15:64387836-64455303,"30 (Autosomal Recessive)","0 (No Evidence)",,,18.24,0,0.67,08/17/2018
G,TRMT10A,4:99546711-99564039,"30 (Autosomal Recessive)","0 (No Evidence)",,,53.48,0,1.18,08/22/2016
G,TRMU,22:46335714-46357340,"30 (Autosomal Recessive)","0 (No Evidence)",,,63.58,0,1.56,08/22/2016
G,TRPM1,15:31001065-31161160,"30 (Autosomal Recessive)","Not Yet Evaluated",,,57.82,0,1.07,08/22/2016
G,TSEN2,3:12484456-12539624,"30 (Autosomal Recessive)","0 (No Evidence)",,,85.38,0,1.14,08/22/2016
G,TSEN54,17:75516528-75524735,"30 (Autosomal Recessive)","Not Yet Evaluated",,,62.63,0,0.88,08/22/2016
G,TSPEAR,21:44497893-44711572,"30 (Autosomal Recessive)","0 (No Evidence)",,,67.21,0,1.2,08/22/2016
G,TTC19,17:15999771-16045428,"30 (Autosomal Recessive)","0 (No Evidence)",,,51.14,0,1.12,08/22/2016
G,TTC21B,2:165873362-165953781,"30 (Autosomal Recessive)","0 (No Evidence)",,,30.49,0,0.85,08/22/2016
G,TTC37,5:95463894-95554980,"30 (Autosomal Recessive)","Not Yet Evaluated",,,22.59,0,0.78,08/22/2016
G,TTC7A,2:46915866-47076123,"30 (Autosomal Recessive)","0 (No Evidence)",,,45.91,0,1.29,08/22/2016
G,TTC8,14:88824153-88881079,"30 (Autosomal Recessive)","Not Yet Evaluated",,,23.34,0,0.74,08/22/2016
G,TTLL5,14:75661246-75955079,"30 (Autosomal Recessive)","0 (No Evidence)",,,12.66,0,0.76,08/22/2016
G,TUBGCP6,22:50217694-50245028,"30 (Autosomal Recessive)","0 (No Evidence)",,,77.41,0,0.93,08/22/2016
G,TUFM,16:28842411-28846348,"30 (Autosomal Recessive)","0 (No Evidence)",,,20.48,0,0.74,08/22/2016
G,TUSC3,8:15540087-15766649,"30 (Autosomal Recessive)","Not Yet Evaluated",,,34.41,0,0.93,12/01/2021
G,TWIST2,2:238848085-238910534,"30 (Autosomal Recessive)","0 (No Evidence)",,,6.73,0.56,1.15,08/22/2016
G,TYMP,22:50525752-50530085,"30 (Autosomal Recessive)","Not Yet Evaluated",,,67.24,0,0.92,08/22/2016
G,TYROBP,19:35904403-35908295,"30 (Autosomal Recessive)","0 (No Evidence)",,,59.61,0.2,0.92,08/22/2016
G,TYRP1,9:12693375-12710285,"30 (Autosomal Recessive)","Not Yet Evaluated",,,21.84,0,1.89,08/22/2016
G,UBE2T,1:202331657-202341936,"30 (Autosomal Recessive)","0 (No Evidence)",,,19.95,0,1.3,09/01/2020
G,UBE3B,12:109477410-109543628,"30 (Autosomal Recessive)","0 (No Evidence)",,,57.19,0,0.55,08/22/2016
G,UBR1,15:42942897-43106038,"30 (Autosomal Recessive)","Not Yet Evaluated",,,21.91,0.01,0.35,08/22/2016
G,UPB1,22:24495060-24528681,"30 (Autosomal Recessive)","Not Yet Evaluated",,,65,0,1.26,08/22/2016
G,UROS,10:125784980-125823280,"30 (Autosomal Recessive)","Not Yet Evaluated",,,69.16,0.03,0.73,08/22/2016
G,USH1C,11:17493895-17544416,"30 (Autosomal Recessive)","0 (No Evidence)",,,22.32,0,0.89,04/07/2012
G,USH1G,17:74916083-74923255,"30 (Autosomal Recessive)","0 (No Evidence)",,,45.67,0,1.09,08/22/2016
G,USH2A,1:215622891-216423448,"30 (Autosomal Recessive)","Not Yet Evaluated",,,4.18,0,0.86,08/22/2016
G,UVSSA,4:1341998-1388049,"30 (Autosomal Recessive)","Not Yet Evaluated",,,81.41,0,1.48,08/22/2016
G,VLDLR,9:2621786-2660056,"30 (Autosomal Recessive)","Not Yet Evaluated",,,13.41,0,0.72,08/22/2016
G,VPS13A,9:77177353-77421537,"30 (Autosomal Recessive)","Not Yet Evaluated",,,33.87,0,0.48,08/22/2016
G,VPS13B,8:99013274-99877580,"30 (Autosomal Recessive)","0 (No Evidence)",,,4.55,0,0.65,06/26/2013
G,VPS37A,8:17246903-17333455,"30 (Autosomal Recessive)","0 (No Evidence)",,,43.37,0,0.72,08/22/2016
G,VPS53,17:508668-714846,"30 (Autosomal Recessive)","Not Yet Evaluated",,,20.07,0,0.61,08/22/2016
G,WDPCP,2:63119559-63588733,"30 (Autosomal Recessive)","0 (No Evidence)",,,24.69,0,0.78,08/22/2016
G,WDR35,2:19910260-19990105,"30 (Autosomal Recessive)","0 (No Evidence)",,,44.05,0,0.82,06/19/2013
G,WDR62,19:36054881-36111145,"30 (Autosomal Recessive)","Not Yet Evaluated",,,51.08,0,0.86,08/22/2016
G,WDR72,15:53513741-53762878,"30 (Autosomal Recessive)","0 (No Evidence)",,,39.26,0,1.07,08/22/2016
G,WHRN,9:114402078-114505500,"30 (Autosomal Recessive)","0 (No Evidence)",,,38.98,0,0.67,08/22/2016
G,WNT7A,3:13816258-13880071,"30 (Autosomal Recessive)","0 (No Evidence)",,,20.9,0.04,0.71,08/22/2016
G,WRAP53,17:7686071-7703502,"30 (Autosomal Recessive)","0 (No Evidence)",,,65.51,0,0.69,12/15/2017
G,WRN,8:31033749-31176138,"30 (Autosomal Recessive)","0 (No Evidence)",,,17.41,0,0.95,03/25/2015
G,WWOX,16:78099654-79212667,"30 (Autosomal Recessive)","0 (No Evidence)",,,0.38,0,1.53,11/08/2017
G,XDH,2:31334320-31414777,"30 (Autosomal Recessive)","0 (No Evidence)",,,44.11,0,0.86,08/22/2016
G,XPA,9:97654398-97697403,"30 (Autosomal Recessive)","0 (No Evidence)",,,25.19,0,0.97,08/22/2016
G,XPC,3:14145145-14178601,"30 (Autosomal Recessive)","Not Yet Evaluated",,,63.33,0,0.78,08/22/2016
G,XPNPEP3,22:40857148-40932815,"30 (Autosomal Recessive)","0 (No Evidence)",,,37.01,0,0.88,08/22/2016
G,XYLT1,16:17101769-17470960,"30 (Autosomal Recessive)","0 (No Evidence)",,,36.69,0.92,0.34,08/22/2016
G,ZBTB24,6:109462594-109483219,"30 (Autosomal Recessive)","0 (No Evidence)",,,53.44,0,0.66,08/22/2016
G,ZFYVE26,14:67728892-67817293,"30 (Autosomal Recessive)","Not Yet Evaluated",,,42.96,0,0.6,08/22/2016
G,ZMYND15,17:4739833-4746119,"30 (Autosomal Recessive)","0 (No Evidence)",,,52.22,0,0.89,08/22/2016
G,ZNF141,4:337814-384868,"30 (Autosomal Recessive)","Not Yet Evaluated",,,89.36,0.1,1.25,08/22/2016
R,"16p12.2 recurrent region (distal)(includes OTOA)",16:21558792-21729102,"30 (Autosomal Recessive)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,11/03/2019
R,"2p21 region (includes PREPL and SLC3A1)",2:44183133-44362502,"30 (Autosomal Recessive)","0 (No Evidence)",,,‐,‐,‐,03/21/2012
R,"2q13 recurrent region (includes NPHP1)",2:110104531-110228181,"30 (Autosomal Recessive)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,02/25/2016
G,AAGAB,15:67200667-67255198,"3 (Sufficient Evidence)","0 (No Evidence)",,,50.94,0,1.04,02/28/2013
G,ABCD1,X:153724851-153744755,"3 (Sufficient Evidence)","0 (No Evidence)",,,59.98,1,0.15,12/02/2020
G,ACVRL1,12:51906913-51923361,"3 (Sufficient Evidence)","0 (No Evidence)",,,49.42,0,0.69,11/10/2016
G,ADNP,20:50888918-50931437,"3 (Sufficient Evidence)","0 (No Evidence)",,,9.79,1,0.12,11/22/2017
G,AFF2,X:148500617-149000663,"3 (Sufficient Evidence)","0 (No Evidence)",,,2.76,1,0.28,12/08/2020
G,AHDC1,1:27534245-27604178,"3 (Sufficient Evidence)","0 (No Evidence)",,,18.42,1,0.08,02/28/2018
G,ALX4,11:44260440-44310139,"3 (Sufficient Evidence)","0 (No Evidence)",,,8.75,0.36,0.52,07/22/2020
G,ANK2,4:112705622-113383736,"3 (Sufficient Evidence)","0 (No Evidence)",,,24.11,1,0.11,05/22/2019
G,ANKRD11,16:89267619-89490561,"3 (Sufficient Evidence)","0 (No Evidence)",,,75.55,1,0.11,06/20/2013
G,ANOS1,X:8528874-8732137,"3 (Sufficient Evidence)","0 (No Evidence)",,,60.51,1,0.25,05/26/2021
G,AP1S2,X:15825806-15854966,"3 (Sufficient Evidence)","0 (No Evidence)",,,10.13,0.87,0.45,04/28/2021
G,APC,5:112707498-112846239,"3 (Sufficient Evidence)","0 (No Evidence)",,,2.19,1,0.16,07/19/2021
G,APOB,2:21001429-21044073,"3 (Sufficient Evidence)","0 (No Evidence)",,,12.78,0,0.46,04/09/2020
G,AR,X:67544021-67730619,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.35,0.99,0.29,12/08/2020
G,ARHGEF9,X:63634967-63785546,"3 (Sufficient Evidence)","0 (No Evidence)",,,10.55,1,0.15,11/25/2021
G,ARID1A,1:26696015-26782104,"3 (Sufficient Evidence)","0 (No Evidence)",,,9.63,1,0.07,05/27/2020
G,ARID1B,6:156776026-157210779,"3 (Sufficient Evidence)","0 (No Evidence)",,,14.17,1,0.1,05/26/2021
G,ARID2,12:45729706-45908037,"3 (Sufficient Evidence)","0 (No Evidence)",,,11.02,1,0.1,06/26/2019
G,ARSL,X:2934521-2968245,"3 (Sufficient Evidence)","0 (No Evidence)",,,89.33,0.59,0.49,07/12/2012
G,ARX,X:25003694-25015965,"3 (Sufficient Evidence)","0 (No Evidence)",,,20.25,0.91,0.39,12/05/2019
G,ASH1L,1:155335263-155563160,"3 (Sufficient Evidence)","0 (No Evidence)",,,23.94,1,0.06,12/27/2017
G,ASXL1,20:32358062-32439319,"3 (Sufficient Evidence)","0 (No Evidence)",,,20.78,0,0.79,03/14/2013
G,ASXL3,18:33578219-33751195,"3 (Sufficient Evidence)","0 (No Evidence)",,,13.78,1,0.2,11/22/2017
G,ATM,11:108222484-108369102,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.97,0,0.71,04/08/2020
G,ATP7A,X:77910693-78050395,"3 (Sufficient Evidence)","0 (No Evidence)",,,30.07,1,0.22,03/24/2021
G,ATRX,X:77504880-77786235,"3 (Sufficient Evidence)","0 (No Evidence)",,,6.65,1,0.12,07/31/2012
G,AUTS2,7:69598475-70793506,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.51,1,0.25,06/24/2020
G,AVPR2,X:153902625-153907166,"3 (Sufficient Evidence)","0 (No Evidence)",,,12.7,0.56,0.72,02/01/2021
G,AXIN2,17:65528563-65561648,"3 (Sufficient Evidence)","0 (No Evidence)",,,4.92,0.57,0.4,12/08/2021
G,BAG3,10:119651380-119677819,"3 (Sufficient Evidence)","0 (No Evidence)",,,55.47,0.62,0.45,02/12/2015
G,BAP1,3:52401004-52410030,"3 (Sufficient Evidence)","0 (No Evidence)",,,18.49,0.99,0.28,12/27/2019
G,BARD1,2:214725645-214809683,"3 (Sufficient Evidence)","0 (No Evidence)",,,33.35,0,1.36,05/01/2020
G,BCL11A,2:60450520-60553654,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.61,0.97,0.32,04/13/2017
G,BCOR,X:40051246-40177390,"3 (Sufficient Evidence)","0 (No Evidence)",,,16.71,1,0.14,10/04/2012
G,BMPR1A,10:86755786-86927969,"3 (Sufficient Evidence)","0 (No Evidence)",,,30.17,0.9,0.36,06/24/2020
G,BMPR2,2:202376310-202567751,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.48,1,0.19,08/26/2020
G,BRCA1,17:43044295-43125364,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.2,0,0.92,09/23/2021
G,BRCA2,13:32315508-32400268,"3 (Sufficient Evidence)","0 (No Evidence)",,,13.3,0,0.64,07/14/2021
G,BRIP1,17:61679139-61864120,"3 (Sufficient Evidence)","0 (No Evidence)",,,17.47,0,0.79,02/15/2019
G,BTK,X:101349450-101390796,"3 (Sufficient Evidence)","0 (No Evidence)",,,4.3,1,0.1,03/24/2021
G,CACNA1A,19:13206442-13506479,"3 (Sufficient Evidence)","0 (No Evidence)",,,35.52,1,0.13,05/21/2017
G,CAMTA1,1:6785452-7769706,"3 (Sufficient Evidence)","0 (No Evidence)",,,2.22,1,0.17,12/14/2017
G,CASK,X:41514934-41923554,"3 (Sufficient Evidence)","0 (No Evidence)",,,3.08,1,0.07,06/28/2012
G,CD40LG,X:136648158-136660390,"3 (Sufficient Evidence)","0 (No Evidence)",,,8.39,0.72,0.56,04/08/2020
G,CDC73,1:193122031-193254815,"3 (Sufficient Evidence)","0 (No Evidence)",,,11.74,1,0.19,04/13/2022
G,CDH1,16:68737292-68835537,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.51,0.15,0.43,04/10/2020
G,CDKL5,X:18425608-18653629,"3 (Sufficient Evidence)","0 (No Evidence)",,,13.18,1,0.23,07/12/2012
G,CDKN1B,12:12717368-12722369,"3 (Sufficient Evidence)","0 (No Evidence)",,,1.36,0.62,0.65,07/08/2020
G,CDKN1C,11:2883218-2885775,"3 (Sufficient Evidence)","0 (No Evidence)",,,24.52,0.82,0.53,09/25/2020
G,CDKN2A,9:21967752-21995324,"3 (Sufficient Evidence)","0 (No Evidence)",,,0.81,0.39,0.95,03/18/2022
G,CHD2,15:92900324-93027996,"3 (Sufficient Evidence)","0 (No Evidence)",,,20.62,1,0.07,10/23/2019
G,CHD7,8:60678740-60868028,"3 (Sufficient Evidence)","0 (No Evidence)",,,2.4,1,0.08,07/06/2012
G,CHD8,14:21385199-21456123,"3 (Sufficient Evidence)","0 (No Evidence)",,,11.24,1,0.08,04/25/2018
G,CHEK2,22:28687743-28741866,"3 (Sufficient Evidence)","0 (No Evidence)",,,6.9,0,1.53,01/08/2020
G,CHM,X:85861180-86047558,"3 (Sufficient Evidence)","0 (No Evidence)",,,25.28,1,0.19,03/24/2021
G,CHRDL1,X:110673856-110795817,"3 (Sufficient Evidence)","0 (No Evidence)",,,24.72,0.22,0.52,12/08/2016
G,CLCN5,X:49922596-50099231,"3 (Sufficient Evidence)","0 (No Evidence)",,,13.07,0.99,0.28,10/18/2012
G,CNKSR2,X:21374418-21654689,"3 (Sufficient Evidence)","0 (No Evidence)",,,7.56,1,0.19,01/12/2021
